0, 3.6875E9, 0.0, 6.3125E9, 0.0;
1, 1.6262864934922316E9, 2.0612135065077684E9, 2.836389085989961E9, 3.476110914010039E9;
2, 2.0591621790312402E9, 1.6279065922891006E9, 2.836389085989961E9, 3.476110914010039E9;
3, 1.610873074028224E9, 1.0785099463106465E9, 3.284678190992977E9, 4.0255075599884925E9;
4, 7.104382706501458E8, 1.9789447496887248E9, 1.4759010490173037E9, 5.834284701964167E9;
5, 8.995386872565994E8, 1.5629323180849426E9, 1.4759010490173037E9, 5.834284701964167E9;
6, 9.418788444612429E8, 1.730304332368885E9, 1.43356089181266E9, 5.666912687680224E9;
7, 4.1539385579752946E8, 2.2567893210325985E9, 6.441404305171429E8, 6.456333148975741E9;
8, 5.2596102881199723E8, 1.782368590889478E9, 6.441404305171429E8, 6.456333148975741E9;
9, 5.56164089636842E8, 2.0850991967721434E9, 6.139373696922982E8, 6.153602543093076E9;
10, 2.4528329414014888E8, 2.395979992268836E9, 2.75859842356692E8, 6.491680070428681E9;
11, 3.105714057533629E8, 1.8922986930235927E9, 2.75859842356692E8, 6.491680070428681E9;
12, 3.2669242792701614E8, 2.271667134133355E9, 2.5973882018303886E8, 6.112311629318919E9;
13, 1.4408013100037715E8, 2.454279431059994E9, 1.1670817501387413E8, 6.255342274488084E9;
14, 1.824305604781562E8, 1.9383424630819778E9, 1.1670817501387413E8, 6.255342274488084E9;
15, 1.901878948395306E8, 2.354121234040187E9, 1.0895084065249975E8, 5.839563503529875E9;
16, 8.387796735003376E7, 2.4604311615296836E9, 4.895476837008818E7, 5.899559575812286E9;
17, 1.0620412744762906E8, 1.9432009809181821E9, 4.895476837008818E7, 5.899559575812286E9;
18, 1.097471156908908E8, 2.3701679733776226E9, 4.541178012682645E7, 5.472592583352846E9;
19, 4.840142425703731E7, 2.431513664811476E9, 2.0404828123105958E7, 5.497599535356566E9;
20, 6.1284639969748706E7, 1.9203625008716266E9, 2.0404828123105958E7, 5.497599535356566E9;
21, 6.285422691894176E7, 2.3432506737356863E9, 1.8835241173912905E7, 5.074711362492507E9;
22, 2.7720401436520904E7, 2.378384499218107E9, 8463219.405572325, 5.085083384260848E9;
23, 3.5098860166435845E7, 1.878402112663808E9, 8463219.405572325, 5.085083384260848E9;
24, 3.5780810369421996E7, 2.2881485082038956E9, 7781269.202586175, 4.67533698872076E9;
25, 1.5780297933558721E7, 2.3081490206397586E9, 3496349.6303152847, 4.679621908293032E9;
26, 1.998060785025155E7, 1.822931489058207E9, 3496349.6303152847, 4.679621908293032E9;
27, 2.027298691144124E7, 2.214260619419243E9, 3203970.5691255974, 4.2882927779319954E9;
28, 8940931.470324524, 2.2255926748603597E9, 1439636.7768872695, 4.2900571117242336E9;
29, 1.13207777366875E7, 1.757730082651124E9, 1439636.7768872695, 4.2900571117242336E9;
30, 1.1444925112938501E7, 2.1276840480805688E9, 1315489.4006362688, 3.920103146294789E9;
31, 5047519.221749678, 2.1340814539717574E9, 591087.4896950793, 3.92082754820573E9;
32, 6391039.168652965, 1.68545628894531E9, 591087.4896950793, 3.92082754820573E9;
33, 6443361.419723607, 2.0325225472546105E9, 538765.2386244377, 3.5737612898964295E9;
34, 2841695.362599439, 2.0361242133117347E9, 242082.8265734863, 3.5740579723084807E9;
35, 3598081.6654437664, 1.6080915534002395E9, 242082.8265734863, 3.5740579723084807E9;
36, 3619999.8683640677, 1.931687113625566E9, 220164.623653185, 3.250462412083154E9;
37, 1596517.1233529872, 1.933710596370577E9, 98926.34228134355, 3.2505836503645263E9;
38, 2021468.96733108, 1.5272072579925563E9, 98926.34228134355, 3.2505836503645263E9;
39, 2030603.9005791561, 1.827368610152113E9, 89791.40903326754, 2.9504222982049694E9;
40, 895550.8331239388, 1.8285036632195683E9, 40345.880807543836, 2.9504717437331953E9;
41, 1133923.4583500777, 1.4441168554261491E9, 40345.880807543836, 2.9504717437331953E9;
42, 1137713.8559989068, 1.7213065198116965E9, 36555.48315871495, 2.673282079347648E9;
43, 501762.3532122001, 1.7219424713144834E9, 16425.437380509928, 2.6733022093934264E9;
44, 635318.6014461678, 1.3599568854682684E9, 16425.437380509928, 2.6733022093934264E9;
45, 636885.2557240026, 1.6149358090286827E9, 14858.783102675136, 2.418323285833012E9;
46, 280883.4954002146, 1.6152918107890065E9, 6676.481619567494, 2.4183314681344953E9;
47, 355647.46602562873, 1.2757262549230788E9, 6676.481619567494, 2.4183314681344953E9;
48, 356292.76455270447, 1.5094639963398218E9, 6031.183092491753, 2.1845937267177525E9;
49, 157134.67409384978, 1.5096631544302804E9, 2709.9852513506203, 2.1845970479155936E9;
50, 198959.88757407773, 1.1923027835174677E9, 2709.9852513506203, 2.1845970479155936E9;
51, 199224.8670968313, 1.405910397388056E9, 2445.0057285970684, 1.9709894340450056E9;
52, 87863.51471928452, 1.4060217587404337E9, 1098.6118912911934, 1.9709907804388428E9;
53, 111250.52513852758, 1.1104488121822042E9, 1098.6118912911934, 1.9709907804388428E9;
54, 111359.03666375189, 1.3051264936126363E9, 990.1003660668837, 1.7763130990084107E9;
55, 49112.32467920432, 1.305188740324621E9, 444.8807718569147, 1.776313644228005E9;
56, 62184.76382138336, 1.030812842943085E9, 444.8807718569147, 1.776313644228005E9;
57, 62229.09260489809, 1.2078081818528283E9, 400.5519883421856, 1.5993183053182619E9;
58, 27444.700421863887, 1.2078429662450113E9, 179.97960999688766, 1.5993185258906403E9;
59, 34749.774624390186, 9.539310318859805E8, 179.97960999688766, 1.5993185258906403E9;
60, 34767.84491713589, 1.1145056322918954E9, 161.90931725118932, 1.4387439254847255E9;
61, 15333.552975341188, 1.114525066583837E9, 72.75054580140349, 1.438744014643497E9;
62, 19414.950860959936, 8.802303582015846E8, 72.75054580140349, 1.438744014643497E9;
63, 19422.303215384552, 1.0256334724384713E9, 65.39819137678509, 1.29334090040661E9;
64, 8565.757123170342, 1.0256443289845636E9, 29.385301586470657, 1.2933409364194999E9;
65, 10845.741616487245, 8.100340693607858E8, 29.385301586470657, 1.2933409364194999E9;
66, 10848.728180349484, 9.414822796470456E8, 26.398737724232642, 1.1618927261332402E9;
67, 4784.580369158216, 9.414883437948569E8, 11.861717475631671, 1.1618927406702604E9;
68, 6058.1127483569, 7.435692986621803E8, 11.861717475631671, 1.1618927406702604E9;
69, 6059.324165356454, 8.622314250024769E8, 10.6503004760777, 1.0432306143299639E9;
70, 2672.324623677367, 8.622348120020186E8, 4.785488480453145, 1.0432306201947759E9;
71, 3383.628786926657, 6.809763909112777E8, 4.785488480453145, 1.0432306201947759E9;
72, 3384.1195533085593, 7.879628603289105E8, 4.294722098551083, 9.362441507771431E8;
73, 1492.4875720430302, 7.879647519608917E8, 1.929743031713298, 9.362441531421221E8;
74, 1889.7494219642253, 6.223193328389668E8, 1.929743031713298, 9.362441531421221E8;
75, 1889.948026374926, 7.186752803672377E8, 1.7311386210125492, 8.398882056138514E8;
76, 833.5178165954826, 7.186763367974476E8, 0.7778507233228842, 8.398882065671393E8;
77, 1055.378846439589, 5.675966816154461E8, 0.7778507233228842, 8.398882065671393E8;
78, 1055.4591437435022, 6.542980968788909E8, 0.6975534194097386, 7.531867913036944E8;
79, 465.48581692282943, 6.542986868522177E8, 0.31343095535980364, 7.531867916878169E8;
80, 589.3861831347301, 5.167524578554923E8, 0.31343095535980364, 7.531867916878169E8;
81, 589.4186221811196, 5.94704749605218E8, 0.28099190897019355, 6.752344999380912E8;
82, 259.9494357331405, 5.947050790744045E8, 0.1262578033828977, 6.752345000928253E8;
83, 329.14129746767884, 4.6968657814264387E8, 0.1262578033828977, 6.752345000928253E8;
84, 329.15439350664445, 5.3972500022212E8, 0.11316176441725942, 6.05196078013349E8;
85, 145.1659239141649, 5.397251842105896E8, 0.05084685838328424, 6.05196078075664E8;
86, 183.8053635717555, 4.2626451972434556E8, 0.05084685838328424, 6.05196078075664E8;
87, 183.8106475338921, 4.891559797566347E8, 0.0455628962466691, 5.423046180433749E8;
88, 81.06543008662506, 4.8915608250185215E8, 0.02047272897269627, 5.42304618068465E8;
89, 102.64296501831392, 3.863260204966424E8, 0.02047272897269627, 5.42304618068465E8;
90, 102.64509592511969, 4.4277187111993045E8, 0.018341822166923902, 4.858587674451769E8;
91, 45.2692428816913, 4.427719284957835E8, 0.008241511954286209, 4.858587674552772E8;
92, 57.31875237750241, 3.4969271208592665E8, 0.008241511954286209, 4.858587674552772E8;
93, 57.31961136362258, 4.003321991019353E8, 0.007382525834127797, 4.352192804392685E8;
94, 25.27948739603613, 4.003322311420593E8, 0.00331718268561727, 4.3521928044333386E8;
95, 32.008237515048386, 3.161746593083982E8, 0.00331718268561727, 4.3521928044333386E8;
96, 32.00858365526693, 3.6158876854621E8, 0.0029710424670751487, 3.898051712055221E8;
97, 14.116644684576764, 3.61588786438149E8, 0.0013349754340791508, 3.898051712071582E8;
98, 17.874132845364937, 2.8557583543966556E8, 0.0013349754340791508, 3.898051712071582E8;
99, 17.874272284758923, 3.262913388549033E8, 0.001195536040093733, 3.490896677919205E8;
100, 7.883033924801619, 3.2629134884614164E8, 5.371889704601222E-4, 3.490896677925788E8;
101, 9.9812950417578, 2.5769860139014897E8, 5.371889704601222E-4, 3.490896677925788E8;
102, 9.981351199057569, 2.941921524464949E8, 4.8103167069139753E-4, 3.1259611673623294E8;
103, 4.402043835072492, 2.9419215802580225E8, 2.161414622993421E-4, 3.125961167364978E8;
104, 5.573754816197279, 2.323472808313637E8, 2.161414622993421E-4, 3.125961167364978E8;
105, 5.573777427785388, 2.6504944986953855E8, 1.9352987418985327E-4, 2.79893947698323E8;
106, 2.458185477569966, 2.6504945298513052E8, 8.695857789546299E-5, 2.798939476984296E8;
107, 3.1124913013243938, 2.093309356041171E8, 8.695857789546299E-5, 2.798939476984296E8;
108, 3.1125004041093187, 2.3863010849124253E8, 7.785579297021386E-5, 2.5059477481130415E8;
109, 1.372696235441925, 2.386301102310467E8, 3.498286280583105E-5, 2.50594774811347E8;
110, 1.7380727089793522, 1.8846544927893507E8, 3.498286280583105E-5, 2.50594774811347E8;
111, 1.738076372915793, 2.1471153818282166E8, 3.1318926364995354E-5, 2.2434868590746042E8;
112, 0.7665383403202499, 2.1471153915435967E8, 1.4072500740846903E-5, 2.2434868590747768E8;
113, 0.9705711542714575, 1.6957502409447953E8, 1.4072500740846903E-5, 2.2434868590747768E8;
114, 0.9705726288307036, 1.930829588436407E8, 1.2597941494666242E-5, 2.0084075115831646E8;
115, 0.4280485850089823, 1.9308295938616475E8, 5.660620001807745E-6, 2.008407511583234E8;
116, 0.5419841218416572, 1.5249318978894517E8, 5.660620001807745E-6, 2.008407511583234E8;
117, 0.5419847152119633, 1.735461730202903E8, 5.067249695782895E-6, 1.7978776792697832E8;
118, 0.23902980936364737, 1.735461733232452E8, 2.276862056729434E-6, 1.7978776792698112E8;
119, 0.302653403980337, 1.370634137256916E8, 2.276862056729434E-6, 1.7978776792698112E8;
120, 0.30265364273177287, 1.5591593384731257E8, 2.0381106208915945E-6, 1.6093524780536014E8;
